City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
83,bredasdorp,-34.5322,20.0403,13.22,87,99,1.71,ZA,1683690052
84,conneaut,41.9476,-80.5542,11.01,78,0,1.49,US,1683690052
85,ponta do sol,32.6667,-17.1,20.62,65,50,2.69,PT,1683690052
86,nikolskoye,59.7035,30.7861,8.77,65,100,1.17,RU,1683690053
87,half moon bay,37.4636,-122.4286,14.37,82,40,9.77,US,1683690053
88,hervey bay,-25.2986,152.8535,21.19,66,16,8.68,AU,1683690053
89,iqaluit,63.7506,-68.5145,-5.15,86,20,0.0,CA,1683690053
90,kavieng,-2.5744,150.7967,29.49,70,84,0.85,PG,1683690053
91,dikson,73.5069,80.5464,-11.29,91,99,6.24,RU,1683690053
92,saint george,37.1041,-113.5841,24.33,17,0,0.0,US,1683689891
93,key largo,25.0865,-80.4473,26.1,73,5,4.45,US,1683689928
94,guerrero negro,27.9769,-114.0611,14.89,83,0,8.61,MX,1683690053
95,cherskiy,68.75,161.3,-2.46,81,99,6.17,RU,1683690053
96,hasaki,35.7333,140.8333,24.05,58,4,4.3,JP,1683690053
97,vagamo,61.8751,9.0967,4.94,99,100,2.88,NO,1683690053
98,ardakan,32.31,54.0175,25.25,28,100,1.12,IR,1683690053
99,juba,4.8517,31.5825,21.45,91,100,2.26,SS,1683690053
100,tungor,53.3808,142.9564,3.24,82,100,3.59,RU,1683690053
101,isangel,-19.55,169.2667,28.06,78,75,3.09,VU,1683690054
102,lagoa,39.05,-27.9833,16.91,90,77,5.19,PT,1683690054
103,puerto ayora,-0.7393,-90.3518,25.86,97,29,2.24,EC,1683690054
104,barrow,71.2906,-156.7887,-3.99,80,100,4.12,US,1683690054
105,pevek,69.7008,170.3133,-9.43,75,60,0.86,RU,1683690054
106,dubovskoye,47.4092,42.7575,9.06,85,95,3.1,RU,1683690054
107,koutiala,12.3917,-5.4642,31.8,31,85,4.04,ML,1683690054
108,sarangani,5.4033,125.4636,29.05,69,99,2.36,PH,1683690054
109,mayor pablo lagerenza,-19.9309,-60.7718,17.6,95,100,0.48,PY,1683690054
110,mbandaka,0.0487,18.2603,21.17,96,100,0.18,CD,1683690054
111,cumra,37.5732,32.7745,12.08,72,89,1.49,TR,1683690054
112,labuhan,-6.8844,112.2051,28.74,75,98,2.61,ID,1683690054
113,mackay,-21.15,149.2,23.71,67,78,7.3,AU,1683690055
114,calabar,4.9517,8.322,24.5,97,95,0.33,NG,1683689996
115,karratha,-20.7377,116.8463,27.86,19,84,7.12,AU,1683690055
116,colac,-38.3333,143.5833,13.43,58,62,1.92,AU,1683690055
117,pontes e lacerda,-15.2261,-59.3353,20.17,98,100,1.19,BR,1683690055
118,smithers,54.7804,-127.1743,19.18,30,20,3.09,CA,1683690055
119,altamira,-3.2033,-52.2064,22.7,99,59,0.41,BR,1683690055
120,pleasanton,37.6624,-121.8747,14.56,78,0,5.66,US,1683689922
121,upernavik,72.7868,-56.1549,-8.83,94,100,2.81,GL,1683690055
122,volnoye,47.6365,34.8139,7.98,76,75,4.11,UA,1683690055
123,vila franca do campo,37.7167,-25.4333,18.23,95,93,2.04,PT,1683690055
124,tasiilaq,65.6145,-37.6368,3.09,97,100,2.51,GL,1683690055
125,thompson,55.7435,-97.8558,15.09,63,75,2.57,CA,1683690056
126,yulara,-25.2406,130.9889,18.57,24,0,5.6,AU,1683690056
127,leningradskiy,69.3833,178.4167,-3.47,94,100,3.09,RU,1683690056
128,grindavik,63.8424,-22.4338,8.26,100,75,1.03,IS,1683690056
129,yar-sale,66.8333,70.8333,-3.3,93,92,4.91,RU,1683690056
130,wentzville,38.8114,-90.8529,19.72,80,3,0.45,US,1683690056
131,mathbaria,22.2876,89.9593,36.78,36,18,4.23,BD,1683690056
132,americus,32.0724,-84.2327,24.07,69,75,3.09,US,1683690056
133,pingzhuang,42.0372,119.2889,23.71,14,32,3.79,CN,1683690056
134,san patricio,28.017,-97.5169,26.92,85,67,5.17,US,1683690056
135,new norfolk,-42.7826,147.0587,14.84,60,83,0.89,AU,1683690056
136,esperance,-33.8667,121.9,22.91,47,83,9.35,AU,1683690056
137,mwense,-10.3845,28.698,13.89,81,35,1.76,ZM,1683690056
138,busselton,-33.65,115.3333,15.51,63,99,11.46,AU,1683690056
139,diban,35.0365,40.5167,23.11,37,0,3.25,SY,1683690056
140,saurimo,-9.6608,20.3916,14.73,63,99,2.09,AO,1683690057
141,mossendjo,-2.9506,12.7261,21.34,99,86,0.54,CG,1683690057
142,bamboo,18.3922,-77.2643,21.71,79,99,2.57,JM,1683690057
143,abu kamal,34.4506,40.9171,23.22,33,0,2.9,SY,1683690057
144,praxedis guerrero,31.3667,-106.0167,28.7,8,10,3.73,MX,1683690057
145,bambous virieux,-20.3428,57.7575,24.14,78,40,3.6,MU,1683690057
146,poum,-20.2333,164.0167,24.27,60,80,9.88,NC,1683690057
147,sao joao da barra,-21.6403,-41.0511,23.22,85,99,3.25,BR,1683690057
148,ler,8.3018,30.1418,25.2,70,12,1.62,SS,1683690057
149,severo-kurilsk,50.6789,156.125,2.15,95,63,4.83,RU,1683690057
150,chuy,-33.6971,-53.4616,11.45,80,67,2.9,UY,1683690057
151,boa vista,2.8197,-60.6733,23.99,100,75,1.54,BR,1683689993
152,ucluelet,48.9329,-125.5528,11.16,83,21,0.45,CA,1683690057
153,kirkwall,58.9848,-2.9587,8.31,100,100,2.57,GB,1683690057
154,maceio,-9.6658,-35.7353,23.69,94,40,1.03,BR,1683689956
155,yining,29.0361,114.5636,18.52,87,100,1.59,CN,1683690057
156,tete,-16.1564,33.5867,14.05,100,20,0.0,MZ,1683690057
157,lorengau,-2.0226,147.2712,29.83,69,69,1.59,PG,1683690058
158,kermanshah,34.3142,47.065,11.5,71,75,5.14,IR,1683690058
159,ponta delgada,37.7333,-25.6667,18.4,94,75,3.09,PT,1683690058
160,ambanja,-13.6833,48.45,21.96,78,7,1.75,MG,1683690058
161,conde,-7.2597,-34.9075,24.7,88,0,1.03,BR,1683690058
162,texarkana,33.4251,-94.0477,23.55,78,0,2.06,US,1683689996
163,almaty,43.25,76.95,17.95,34,0,2.0,KZ,1683689769
164,bandarbeyla,9.4942,50.8122,29.1,70,97,0.58,SO,1683690058
165,baykit,61.67,96.37,-0.01,58,100,4.77,RU,1683690058
166,namibe,-15.1961,12.1522,23.06,85,2,1.99,AO,1683690058
167,oranjestad,12.524,-70.027,27.17,83,75,9.26,AW,1683690058
168,walvis bay,-22.9575,14.5053,11.53,93,2,1.03,NA,1683690058
169,garowe,8.4054,48.4845,26.64,65,99,8.01,SO,1683690058
170,broken hill,-31.95,141.4333,16.3,44,0,3.97,AU,1683690059
171,fonte boa,-2.4959,-66.2662,23.33,100,100,1.2,BR,1683690059
172,haikou,20.0458,110.3417,28.07,89,75,4.0,CN,1683690059
173,porto-vecchio,41.591,9.2795,16.81,94,100,8.23,FR,1683690059
174,sur,22.5667,59.5289,31.72,41,7,4.07,OM,1683690059
175,noboribetsu,42.4514,141.1731,12.19,48,64,4.58,JP,1683690059
176,san andres,12.5847,-81.7006,28.01,83,75,5.14,CO,1683690059
177,port elizabeth,-33.918,25.5701,13.51,99,14,1.54,ZA,1683690059
178,lodja,-3.4833,23.4333,20.71,97,99,0.5,CD,1683690059
179,camacha,33.0833,-16.3333,17.68,82,75,6.69,PT,1683690059
180,provideniya,64.3833,-173.3,0.2,64,0,2.0,RU,1683690059
181,charagua,-19.8,-63.2167,14.83,89,100,0.71,BO,1683690059
182,urusha,54.05,122.9,16.91,28,8,1.2,RU,1683690059
183,tazovskiy,67.4667,78.7,-6.81,93,100,6.03,RU,1683690059
184,sibolga,1.7427,98.7792,30.81,54,99,1.5,ID,1683690060
185,olafsvik,64.8945,-23.7142,6.04,90,100,2.82,IS,1683690060
186,manthani,18.65,79.6667,35.59,41,90,1.34,IN,1683690060
187,port macquarie,-31.4333,152.9167,21.61,59,34,5.78,AU,1683690060
188,waingapu,-9.6567,120.2641,28.9,72,79,7.05,ID,1683690060
189,filadelfia,39.9523,-75.1638,14.83,57,75,1.79,US,1683689827
190,zyryanka,65.75,150.85,2.72,92,100,7.81,RU,1683690060
191,lannion,48.75,-3.4167,12.23,97,53,1.79,FR,1683690060
192,mahebourg,-20.4081,57.7,24.16,78,40,3.6,MU,1683690060
193,kodiak,57.79,-152.4072,5.73,87,100,9.26,US,1683690060
194,butaritari,3.0707,172.7902,28.1,81,100,5.44,KI,1683690060
195,tahta,26.7693,31.5021,21.94,35,0,0.7,EG,1683690060
196,inverell,-29.7833,151.1167,23.15,35,0,1.34,AU,1683690060
197,kitgum,3.2783,32.8867,18.96,98,99,0.96,UG,1683690060
198,ulkan,57.243,107.3223,9.5,69,99,5.18,RU,1683690061
199,port-de-bouc,43.4,4.9833,16.01,80,0,9.77,FR,1683690061
200,aguimes,27.9054,-15.4461,19.35,78,20,10.8,ES,1683690061
201,valdivia,-39.8142,-73.2459,5.05,97,87,1.18,CL,1683690061
202,machilipatnam,16.1667,81.1333,32.14,60,100,1.3,IN,1683690061
203,saskylakh,71.9167,114.0833,-13.96,87,10,8.03,RU,1683690061
204,killin,33.6123,-91.7412,21.91,85,100,2.41,US,1683690061
205,guarumal,8.35,-82.5333,29.05,84,20,1.54,PA,1683690061
206,hanna,51.6334,-111.9018,9.36,78,83,7.15,CA,1683690061
207,bilma,18.6853,12.9164,28.64,11,6,4.28,NE,1683690061
208,shimoda,34.6667,138.95,21.72,56,29,1.29,JP,1683690061
209,prokopyevsk,53.9059,86.719,9.87,53,100,4.96,RU,1683689776
210,chapais,49.7834,-74.8492,6.88,56,55,2.26,CA,1683690062
211,murmashi,68.8154,32.8115,5.23,100,0,3.13,RU,1683690062
212,okha,53.5739,142.9478,2.71,83,100,3.21,RU,1683690062
213,takoradi,4.8845,-1.7554,27.19,83,23,2.9,GH,1683690062
214,illapel,-31.6308,-71.1653,20.07,34,4,1.3,CL,1683689771
215,souillac,-20.5167,57.5167,24.21,78,40,3.6,MU,1683690062
216,huilong,31.8111,121.655,19.07,41,99,3.03,CN,1683690062
217,berlevag,70.8578,29.0864,6.0,93,100,0.0,NO,1683690062
218,warman,52.3168,-106.5679,13.95,50,20,3.6,CA,1683690063
219,merauke,-8.4667,140.3333,27.26,86,100,7.67,ID,1683690063
220,san vicente,-26.6167,-54.1333,9.33,87,29,1.33,AR,1683690063
221,berdigestyakh,62.0989,126.6992,9.12,89,76,5.0,RU,1683690063
222,ribera,37.4984,13.2642,15.91,89,59,0.82,IT,1683690063
223,kyzyl-suu,42.3414,78.0056,13.53,33,0,1.8,KG,1683690063
224,cidreira,-30.1811,-50.2056,15.49,87,1,2.65,BR,1683690064
225,nuuk,64.1835,-51.7216,-0.66,93,100,3.09,GL,1683690064
226,bilokurakyne,49.5341,38.7307,7.06,71,100,4.36,UA,1683690064
227,bethel,41.3712,-73.414,11.42,68,1,1.21,US,1683689925
228,tura,25.5198,90.2201,33.62,29,2,2.85,IN,1683690064
229,chester,40.1254,-75.8749,13.32,73,0,2.57,US,1683690064
230,hudson bay,52.85,-102.3842,8.37,87,31,0.2,CA,1683690064
231,millbrook,32.4799,-86.3619,21.2,93,0,0.0,US,1683690001
232,tucuman,-26.8241,-65.2226,13.0,94,0,1.03,AR,1683690065
233,laukaa,58.7372,29.8453,8.97,61,99,1.23,RU,1683690065
234,constitucion,-35.3333,-72.4167,14.32,53,97,2.66,CL,1683690065
235,meulaboh,4.1363,96.1285,30.58,56,77,1.1,ID,1683690065
236,powell,40.1578,-83.0752,12.84,65,0,3.09,US,1683690065
237,broome,42.2506,-75.833,7.58,74,0,0.89,US,1683690066
238,nalut,30.3333,10.85,12.46,82,1,4.35,LY,1683690066
239,svobodnyy,51.4,128.1333,14.28,39,9,3.18,RU,1683690066
240,hithadhoo,-0.6,73.0833,28.08,73,84,3.83,MV,1683690066
241,jiangdu,32.4286,119.5574,16.81,52,100,1.35,CN,1683690066
242,show low,34.2542,-110.0298,13.16,22,0,3.6,US,1683690066
243,teknaf,20.8624,92.3058,32.27,60,6,2.5,BD,1683690067
244,san-pedro,4.7485,-6.6363,26.57,88,100,1.78,CI,1683690067
245,axim,4.8699,-2.2405,27.08,84,31,2.82,GH,1683690067
246,zhigansk,66.7697,123.3711,1.32,100,100,5.61,RU,1683690067
247,qasigiannguit,68.8193,-51.1922,-1.86,94,62,1.54,GL,1683690067
248,san carlos,9.6612,-68.5827,25.96,71,99,0.31,VE,1683690067
249,amahai,-3.3333,128.9167,27.86,81,99,3.19,ID,1683690067
250,vanavara,60.34,102.2797,2.27,53,95,4.8,RU,1683690067
251,henties bay,-22.116,14.2845,16.74,73,2,3.36,NA,1683690068
252,damaturu,11.747,11.9608,27.25,11,100,2.85,NG,1683690068
253,anloga,5.7947,0.8973,28.56,80,55,6.02,GH,1683690068
254,mizdah,31.4451,12.9801,14.3,75,63,11.06,LY,1683690068
255,coolum beach,-26.5333,153.1,22.41,66,23,6.49,AU,1683690068
256,abu dhabi,24.4667,54.3667,31.64,21,0,1.54,AE,1683690008
257,makokou,0.5738,12.8642,21.62,98,99,0.53,GA,1683690068
258,kruisfontein,-34.0033,24.7314,13.35,73,72,2.39,ZA,1683690068
259,geraldton,-28.7667,114.6,22.4,59,30,5.51,AU,1683690069
260,castelldefels,41.2779,1.9703,19.38,85,40,1.54,ES,1683690069
261,qalyub,30.1792,31.2056,18.44,82,1,4.18,EG,1683690069
262,talnakh,69.4865,88.3972,-16.01,91,85,3.24,RU,1683690069
263,orlik,52.5178,99.825,12.79,52,65,1.75,RU,1683690069
264,taganak,6.0833,118.3,32.08,78,97,3.23,PH,1683690069
265,marystown,47.1666,-55.1483,3.25,100,14,4.47,CA,1683689786
266,kutum,14.2,24.6667,22.7,18,100,3.84,SD,1683690069
267,boden,65.8252,21.6886,2.0,87,100,1.12,SE,1683690069
268,korla,41.7597,86.1469,20.04,20,0,0.35,CN,1683690070
269,ahuimanu,21.4447,-157.8378,27.84,67,40,8.23,US,1683690070
270,chokurdakh,70.6333,147.9167,-4.05,86,100,5.54,RU,1683690070
271,milkovo,54.7167,158.6167,6.7,56,97,1.4,RU,1683690070
272,pisco,-13.7,-76.2167,20.03,83,75,4.12,PE,1683690070
273,castro,-24.7911,-50.0119,15.5,99,99,1.3,BR,1683690070
274,ulladulla,-35.35,150.4667,18.76,53,0,3.02,AU,1683690071
275,fairbanks,64.8378,-147.7164,13.19,33,40,1.54,US,1683690043
276,port lincoln,-34.7333,135.8667,16.54,65,22,5.09,AU,1683690071
277,paamiut,61.994,-49.6678,1.17,83,98,4.58,GL,1683690071
278,rudnichnyy,59.617,52.4703,8.1,66,90,3.14,RU,1683690072
279,comodoro rivadavia,-45.8667,-67.5,5.92,81,20,2.06,AR,1683690072
280,tyukalinsk,55.8732,72.1967,9.45,31,0,1.06,RU,1683690072
281,inta,66.0317,60.1659,-0.09,98,100,5.14,RU,1683690072
282,capaci,38.1711,13.2393,17.92,89,40,1.54,IT,1683690072
283,pangody,65.85,74.4859,0.19,98,100,2.91,RU,1683690072
284,saint-francois,46.4154,3.9054,9.26,96,94,4.02,FR,1683690073
285,el vigia,8.6219,-71.6506,26.37,79,100,1.77,VE,1683690073
286,catamarca,-28.4696,-65.7852,14.67,66,0,1.37,AR,1683690073
287,antofagasta,-23.65,-70.4,15.6,77,28,2.09,CL,1683690073
288,adwa,14.1646,38.8955,21.53,51,67,1.15,ET,1683690073
289,le portel,50.7056,1.5757,12.21,93,100,3.64,FR,1683690073
290,dingle,10.9995,122.6711,32.68,57,99,2.35,PH,1683690073
291,pincher creek,49.4833,-113.952,11.25,58,100,4.63,CA,1683690073
292,udachnyy,66.4167,112.4,-5.86,67,100,8.07,RU,1683690074
293,waipawa,-41.4122,175.5153,10.94,67,30,9.28,NZ,1683690074
294,fortuna,40.5982,-124.1573,12.03,90,0,2.57,US,1683689491
295,acari,-15.4311,-74.6158,21.92,78,34,0.53,PE,1683690074
296,nambucca heads,-30.65,153.0,21.76,56,28,5.49,AU,1683690074
297,faanui,-16.4833,-151.75,27.46,74,69,4.1,PF,1683690074
298,taber,49.8167,-112.1518,12.11,74,78,3.6,CA,1683690075
299,green river,41.5286,-109.4662,13.88,35,86,1.34,US,1683690075
300,kiunga,-6.1219,141.2906,29.28,74,98,0.36,PG,1683690075
301,richards bay,-28.783,32.0377,19.31,84,99,5.25,ZA,1683690075
302,port-cartier,50.0334,-66.8654,3.82,55,68,3.29,CA,1683690075
303,zapolyarnyy,69.4154,30.8136,3.6,100,100,1.98,RU,1683690075
304,laguna,38.421,-121.4238,18.08,60,0,5.14,US,1683690075
305,odesskoye,54.2111,72.9651,9.98,30,71,2.59,RU,1683690076
306,upington,-28.4478,21.2561,10.21,43,0,1.03,ZA,1683690076
307,leh,34.1667,77.5833,0.4,32,0,2.5,IN,1683690076
308,dayong,25.0209,118.2898,24.89,49,0,2.06,CN,1683690076
309,tieli,46.95,128.05,16.39,32,5,3.01,CN,1683690076
310,coquimbo,-29.9533,-71.3436,11.85,100,100,1.03,CL,1683690060
311,adrar,20.5022,-10.0711,28.91,15,91,4.07,MR,1683690077
312,pakxan,18.3778,103.6601,30.09,67,82,1.3,LA,1683690077
313,kelvington,52.1667,-103.5343,9.85,76,46,2.51,CA,1683690077
314,pietersburg,-23.9045,29.4688,9.47,100,0,1.54,ZA,1683690077
315,manati,18.4275,-66.4921,27.6,91,84,2.51,PR,1683690077
316,bac lieu,9.285,105.7244,32.23,57,75,4.66,VN,1683690078
317,pombas,17.1503,-25.0201,20.88,81,12,4.81,CV,1683690078
318,tsybuliv,49.0766,29.8461,4.62,85,17,2.51,UA,1683690078
319,necochea,-38.5473,-58.7368,12.91,80,64,4.93,AR,1683690078
320,lazaro cardenas,17.9583,-102.2,26.55,77,0,2.7,MX,1683690078
321,tamworth,52.634,-1.6959,8.24,92,84,2.47,GB,1683690078
322,lunel,43.6778,4.1361,15.95,48,0,9.77,FR,1683690078
323,ceuta,35.8903,-5.3075,24.02,74,16,5.9,ES,1683690079
324,kirakira,-10.4544,161.9205,29.46,74,25,5.11,SB,1683690079
325,tankhoy,51.5528,105.1306,6.15,91,100,0.99,RU,1683690079
326,portland,45.5234,-122.6762,17.32,62,36,1.32,US,1683689410
327,san luis potosi,22.5,-100.5,21.72,67,91,2.93,MX,1683690079
328,kuytun,54.3419,101.5036,13.94,58,93,7.75,RU,1683690079
329,maua,-23.6678,-46.4614,20.76,94,100,1.67,BR,1683689972
330,ternate,0.8,127.4,29.36,73,19,2.24,ID,1683690080
331,san quintin,30.4833,-115.95,14.27,83,0,8.24,MX,1683690080
332,jeremie,18.65,-74.1167,26.13,75,60,1.22,HT,1683690080
333,moroni,-11.7022,43.2551,25.63,77,8,3.96,KM,1683690080
334,auki,-8.7676,160.7034,29.92,69,23,1.84,SB,1683690080
335,lhokseumawe,5.1801,97.1507,30.4,63,100,2.69,ID,1683690080
336,hamilton,39.1834,-84.5333,14.93,66,0,3.6,US,1683689817
337,katsuura,35.1333,140.3,18.25,62,3,5.74,JP,1683690080
338,yeniseysk,58.4497,92.1703,4.95,42,15,2.93,RU,1683690080
339,saint-paul,-21.0096,55.2707,25.06,84,18,1.67,RE,1683690081
340,dwarka,22.2394,68.9678,29.76,65,0,5.62,IN,1683690081
341,morondava,-20.2833,44.2833,23.01,75,91,1.28,MG,1683690081
342,bosaso,11.2842,49.1816,28.88,58,66,2.07,SO,1683690081
343,xai-xai,-25.0519,33.6442,19.04,90,6,3.22,MZ,1683690081
344,rosetown,51.5501,-108.0014,14.25,50,38,1.54,CA,1683690081
345,san julian,21.0167,-102.1667,19.87,24,4,3.75,MX,1683690082
346,lata,40.1629,-8.3327,16.01,94,97,1.4,PT,1683690082
347,okhotsk,59.3833,143.3,6.03,72,16,3.39,RU,1683690082
348,kanye,-24.9667,25.3327,11.4,63,0,1.97,BW,1683690082
349,yantzaza,-3.8278,-78.7594,20.05,100,100,0.36,EC,1683690082
350,socorro,31.6546,-106.3033,29.56,8,75,2.57,US,1683690083
351,krasnoborsk,61.5598,45.934,9.05,79,99,2.92,RU,1683690083
352,sioux lookout,50.1001,-91.917,9.04,100,40,1.03,CA,1683690083
353,jiexiu,37.0244,111.9125,16.4,51,100,2.53,CN,1683690083
354,hatillo,18.4863,-66.8254,27.43,90,78,1.68,PR,1683690083
355,darnah,32.767,22.6367,18.11,84,100,6.0,LY,1683690083
356,naushki,50.3828,106.1056,16.29,46,55,6.13,RU,1683690083
357,awjilah,29.1081,21.2869,20.3,51,48,4.05,LY,1683690084
358,wanning,18.8003,110.3967,28.19,83,60,3.36,CN,1683690084
359,norman wells,65.282,-126.8329,11.02,50,40,3.6,CA,1683690084
360,gat,31.61,34.7642,18.0,76,48,1.38,IL,1683690084
361,banda aceh,5.5577,95.3222,31.07,59,74,4.42,ID,1683690084
362,klaksvik,62.2266,-6.589,8.51,92,65,3.02,FO,1683690084
363,padilla,3.2204,-76.3139,23.76,93,100,1.55,CO,1683690084
364,loubomo,-4.1997,12.6739,22.79,97,78,0.59,CG,1683690084
365,tuy hoa,13.0833,109.3,31.06,63,94,3.71,VN,1683690085
366,bengkulu,-3.8004,102.2655,29.59,64,33,2.13,ID,1683690085
367,gushikawa,26.3544,127.8686,24.0,74,75,5.66,JP,1683690085
368,nizwa,22.9333,57.5333,30.01,19,2,0.74,OM,1683690085
